transaction_id,date,produit,quantite,prix_unitaire,client_id,ville,region,canal_vente,mode_paiement,statut,montant_total
TXN004506,2024-01-11 10:00:00,Igname,34,937,CLI0357,Dapaong,Savanes,Grossiste,Virement,Livrée,31858
TXN004507,2024-01-11 12:00:00,Arachide,59,991,CLI0311,Atakpamé,Plateaux,Marché local,Chèque,Livrée,58469
TXN004508,2024-01-11 14:00:00,Manioc,21,1570,CLI0395_DUP,Kpalimé,Plateaux,Marché local,Espèces,Livrée,32970
TXN004509,2024-01-11 16:00:00,Soja,56,396,CLI0317_DUP,Tchamba,Centrale,Marché local,Espèces,Livrée,22176
TXN004510,2024-01-11 18:00:00,Manioc,37,1330,CLI0449,Bassar,Centrale,Coopérative,Espèces,Livrée,49210
TXN004511,2024-01-11 20:00:00,Haricot,64,943,CLI0285,Bassar,Centrale,Export,Espèces,Livrée,60352
TXN004512,2024-01-11 22:00:00,Igname,19,1836,CLI0282,Tchamba,Centrale,Grossiste,Chèque,Livrée,34884
TXN004513,2024-01-12 00:00:00,Riz,85,1383,CLI0074,Kpalimé,Plateaux,Grossiste,Espèces,Livrée,117555
TXN004514,2024-01-12 02:00:00,Riz,78,1830,CLI0045,Kpalimé,Plateaux,Coopérative,Virement,Livrée,142740
TXN004515,2024-01-12 04:00:00,Arachide,74,2151,CLI0457,Sokodé,Centrale,Vente directe,Virement,Livrée,159174
TXN004516,2024-01-12 06:00:00,Arachide,53,2238,CLI0407,Kara,Kara,Coopérative,Virement,En cours,118614
TXN004517,2024-01-12 08:00:00,Soja,71,1536,CLI0093,Lomé,Maritime,Coopérative,Espèces,Livrée,109056
TXN004518,2024-01-12 10:00:00,Riz,93,1125,CLI0322,Aného,Maritime,Export,Virement,Livrée,104625
TXN004519,2024-01-12 12:00:00,Sorgho,63,434,CLI0466,Bassar,Centrale,Vente directe,Virement,En cours,27342
TXN004520,2024-01-12 14:00:00,Sorgho,62,678,CLI0327,Tchamba,Centrale,Coopérative,Mobile Money,Livrée,42036
TXN004521,2024-01-12 16:00:00,Haricot,72,865,CLI0415,Tône,Savanes,Grossiste,Espèces,Livrée,62280
TXN004522,2024-01-12 18:00:00,Sorgho,77,1323,CLI0499,Aného,Maritime,Export,Virement,Retardée,101871
TXN004523,2024-01-12 20:00:00,Haricot,19,1587,CLI0440,Cinkassé,Savanes,Vente directe,Chèque,En cours,30153
TXN004524,2024-01-12 22:00:00,Riz,75,841,CLI0432,Kara,Kara,Grossiste,Virement,Livrée,63075
TXN004525,2024-01-13 00:00:00,Sorgho,2,1716,CLI0328,Tône,Savanes,Marché local,Mobile Money,Livrée,3432
TXN004526,2024-01-13 02:00:00,Manioc,6,774,CLI0257,Tône,Savanes,Export,Chèque,Livrée,4644
TXN004527,2024-01-13 04:00:00,Maïs,29,1921,CLI0074,Tchamba,Centrale,Grossiste,Chèque,Livrée,55709
TXN004528,2024-01-13 06:00:00,Arachide,41,1218,CLI0234,Aného,Maritime,Coopérative,Crédit,Livrée,49938
TXN004529,2024-01-13 08:00:00,Igname,51,1527,CLI0491_DUP,Dapaong,Savanes,Coopérative,Mobile Money,Livrée,77877
TXN004530,2024-01-13 10:00:00,Soja,5,599,CLI0258,Kara,Kara,Export,Mobile Money,En cours,2995
TXN004531,2024-01-13 12:00:00,Haricot,41,794,CLI0229,Dapaong,Savanes,Vente directe,Virement,Livrée,32554
TXN004532,2024-01-13 14:00:00,Manioc,62,1656,CLI0245,Cinkassé,Savanes,Coopérative,Mobile Money,Annulée,102672
TXN004533,2024-01-13 16:00:00,Sorgho,30,1795,CLI0427,Tchamba,Centrale,Grossiste,Chèque,Livrée,53850
TXN004534,2024-01-13 18:00:00,Igname,62,316,CLI0456,Bassar,Centrale,Marché local,Chèque,Livrée,19592
TXN004535,2024-01-13 20:00:00,Igname,27,582,CLI0473,Tône,Savanes,Vente directe,Virement,Livrée,15714
TXN004536,2024-01-13 22:00:00,Maïs,50,1058,CLI0174,Sokodé,Centrale,Export,Chèque,Annulée,52900
TXN004537,2024-01-14 00:00:00,Soja,82,2329,CLI0075,Dapaong,Savanes,Coopérative,Virement,Livrée,190978
TXN004538,2024-01-14 02:00:00,Manioc,52,2050,CLI0099,Sokodé,Centrale,Vente directe,Crédit,Livrée,106600
TXN004539,2024-01-14 04:00:00,Soja,49,1031,CLI0407_DUP,Aného,Maritime,Marché local,Mobile Money,Livrée,50519
TXN004540,2024-01-14 06:00:00,Haricot,62,1072,CLI0124,Lomé,Maritime,Vente directe,Mobile Money,Annulée,66464
TXN004541,2024-01-14 08:00:00,Haricot,60,2317,CLI0117,Sokodé,Centrale,Vente directe,Mobile Money,Livrée,139020
TXN004542,2024-01-14 10:00:00,Arachide,80,586,CLI0343,Kara,Kara,Export,Crédit,Livrée,46880
TXN004543,2024-01-14 12:00:00,Riz,54,2206,CLI0233,Lomé,Maritime,Marché local,Mobile Money,Livrée,119124
TXN004544,2024-01-14 14:00:00,Haricot,5,496,CLI0129,Dapaong,Savanes,Marché local,Crédit,Livrée,2480
TXN004545,2024-01-14 16:00:00,Sorgho,9,918,CLI0374,Atakpamé,Plateaux,Vente directe,Crédit,Livrée,8262
TXN004546,2024-01-14 18:00:00,Igname,34,1798,CLI0236,Lomé,Maritime,Coopérative,Virement,Livrée,61132
TXN004547,2024-01-14 20:00:00,Manioc,98,2425,CLI0190,Dapaong,Savanes,Vente directe,Espèces,Annulée,237650
TXN004548,2024-01-14 22:00:00,Manioc,36,2166,CLI0168,Cinkassé,Savanes,Grossiste,Espèces,Livrée,77976
TXN004549,2024-01-15 00:00:00,Maïs,95,1382,CLI0291,Aného,Maritime,Coopérative,Virement,Livrée,131290
TXN004550,2024-01-15 02:00:00,Igname,20,210,CLI0341,Bassar,Centrale,Export,Virement,Livrée,4200
TXN004551,2024-01-15 04:00:00,Maïs,81,984,CLI0395,Dapaong,Savanes,Marché local,Virement,Livrée,79704
TXN004552,2024-01-15 06:00:00,Maïs,84,610,CLI0474,Tône,Savanes,Coopérative,Mobile Money,Livrée,51240
TXN004553,2024-01-15 08:00:00,Igname,92,2402,CLI0139,Tchamba,Centrale,Export,Chèque,Livrée,220984
TXN004554,2024-01-15 10:00:00,Soja,85,1429,CLI0191,Niamtougou,Kara,Vente directe,Virement,Livrée,121465
TXN004555,2024-01-15 12:00:00,Sorgho,83,798,CLI0317_DUP,Niamtougou,Kara,Export,Crédit,Livrée,66234
TXN004556,2024-01-15 14:00:00,Soja,63,1023,CLI0051,Aného,Maritime,Grossiste,Espèces,Livrée,64449
TXN004557,2024-01-15 16:00:00,Sorgho,67,1321,CLI0298,Tône,Savanes,Export,Mobile Money,Livrée,88507
TXN004558,2024-01-15 18:00:00,Manioc,30,218,CLI0072,Bassar,Centrale,Coopérative,Chèque,Livrée,6540
TXN004559,2024-01-15 20:00:00,Haricot,69,512,CLI0256,Bassar,Centrale,Marché local,Espèces,Livrée,35328
TXN004560,2024-01-15 22:00:00,Haricot,70,2145,CLI0309,Tchamba,Centrale,Coopérative,Espèces,Livrée,150150
TXN004561,2024-01-16 00:00:00,Soja,3,430,CLI0091,Cinkassé,Savanes,Coopérative,Espèces,Livrée,1290
TXN004562,2024-01-16 02:00:00,Soja,49,243,CLI0149,Aného,Maritime,Marché local,Crédit,Livrée,11907
TXN004563,2024-01-16 04:00:00,Soja,42,2470,CLI0030,Kpalimé,Plateaux,Grossiste,Crédit,Livrée,103740
TXN004564,2024-01-16 06:00:00,Riz,24,1488,CLI0462,Bassar,Centrale,Coopérative,Crédit,Livrée,35712
TXN004565,2024-01-16 08:00:00,Arachide,44,2459,CLI0385,Kara,Kara,Marché local,Chèque,En cours,108196
TXN004566,2024-01-16 10:00:00,Igname,1,1719,CLI0031_DUP,Tône,Savanes,Marché local,Espèces,Livrée,1719
TXN004567,2024-01-16 12:00:00,Sorgho,54,1610,CLI0373,Bassar,Centrale,Coopérative,Virement,En cours,86940
TXN004568,2024-01-16 14:00:00,Haricot,52,2494,CLI0197,Niamtougou,Kara,Marché local,Chèque,Livrée,129688
TXN004569,2024-01-16 16:00:00,Sorgho,36,1020,CLI0190,Bassar,Centrale,Vente directe,Crédit,Livrée,36720
TXN004570,2024-01-16 18:00:00,Soja,79,2319,CLI0079,Aného,Maritime,Coopérative,Crédit,Annulée,183201
TXN004571,2024-01-16 20:00:00,Riz,38,370,CLI0072,Kara,Kara,Grossiste,Crédit,En cours,14060
TXN004572,2024-01-16 22:00:00,Soja,44,445,CLI0043,Sokodé,Centrale,Vente directe,Mobile Money,Livrée,19580
TXN004573,2024-01-17 00:00:00,Sorgho,82,1364,CLI0133,Atakpamé,Plateaux,Grossiste,Espèces,Livrée,111848
TXN004574,2024-01-17 02:00:00,Arachide,87,1839,CLI0106,Cinkassé,Savanes,Coopérative,Virement,En cours,159993
TXN004575,2024-01-17 04:00:00,Haricot,47,816,CLI0357,Tchamba,Centrale,Export,Espèces,Livrée,38352
TXN004576,2024-01-17 06:00:00,Arachide,29,439,CLI0008,Sokodé,Centrale,Marché local,Chèque,Livrée,12731
TXN004577,2024-01-17 08:00:00,Igname,51,2156,CLI0343,Tchamba,Centrale,Vente directe,Mobile Money,Livrée,109956
TXN004578,2024-01-17 10:00:00,Manioc,41,1639,CLI0437,Atakpamé,Plateaux,Coopérative,Chèque,Livrée,67199
TXN004579,2024-01-17 12:00:00,Riz,86,597,CLI0080,Bassar,Centrale,Marché local,Crédit,Livrée,51342
TXN004580,2024-01-17 14:00:00,Arachide,64,2056,CLI0392,Atakpamé,Plateaux,Export,Crédit,Livrée,131584
TXN004581,2024-01-17 16:00:00,Riz,88,1122,CLI0288,Kara,Kara,Grossiste,Virement,Livrée,98736
TXN004582,2024-01-17 18:00:00,Soja,48,991,CLI0113,Sokodé,Centrale,Coopérative,Espèces,Livrée,47568
TXN004583,2024-01-17 20:00:00,Manioc,77,2106,CLI0226,Atakpamé,Plateaux,Coopérative,Chèque,Livrée,162162
TXN004584,2024-01-17 22:00:00,Sorgho,97,2104,CLI0333,Tône,Savanes,Export,Crédit,Livrée,204088
TXN004585,2024-01-18 00:00:00,Arachide,22,2269,CLI0417,Tône,Savanes,Grossiste,Virement,Livrée,49918
TXN004586,2024-01-18 02:00:00,Arachide,99,1012,CLI0278,Bassar,Centrale,Coopérative,Virement,En cours,100188
TXN004587,2024-01-18 04:00:00,Maïs,17,1103,CLI0003,Tône,Savanes,Marché local,Chèque,En cours,18751
TXN004588,2024-01-18 06:00:00,Haricot,86,1930,CLI0478,Dapaong,Savanes,Export,Espèces,Livrée,165980
TXN004589,2024-01-18 08:00:00,Sorgho,5,1031,CLI0410,Kara,Kara,Coopérative,Mobile Money,Livrée,5155
TXN004590,2024-01-18 10:00:00,Arachide,61,1594,CLI0307,Bassar,Centrale,Grossiste,Virement,Retardée,97234
TXN004591,2024-01-18 12:00:00,Arachide,89,2166,CLI0214,Tchamba,Centrale,Vente directe,Chèque,Retardée,192774
TXN004592,2024-01-18 14:00:00,Sorgho,6,1244,CLI0030,Aného,Maritime,Coopérative,Crédit,Livrée,7464
TXN004593,2024-01-18 16:00:00,Manioc,53,2407,CLI0419,Kara,Kara,Grossiste,Mobile Money,En cours,127571
TXN004594,2024-01-18 18:00:00,Riz,81,943,CLI0028,Kpalimé,Plateaux,Export,Mobile Money,En cours,76383
TXN004595,2024-01-18 20:00:00,Sorgho,95,1012,CLI0087,Cinkassé,Savanes,Grossiste,Espèces,Livrée,96140
TXN004596,2024-01-18 22:00:00,Riz,17,1779,CLI0026,Kara,Kara,Grossiste,Chèque,Livrée,30243
TXN004597,2024-01-19 00:00:00,Manioc,59,1575,CLI0120,Kpalimé,Plateaux,Export,Espèces,En cours,92925
TXN004598,2024-01-19 02:00:00,Manioc,97,2427,CLI0392,Kara,Kara,Vente directe,Virement,Livrée,235419
TXN004599,2024-01-19 04:00:00,Igname,39,1850,CLI0357,Niamtougou,Kara,Marché local,Virement,Livrée,72150
TXN004600,2024-01-19 06:00:00,Soja,54,2460,CLI0353,Sokodé,Centrale,Vente directe,Chèque,Livrée,132840
TXN004601,2024-01-19 08:00:00,Maïs,48,729,CLI0015,Dapaong,Savanes,Marché local,Crédit,Livrée,34992
TXN004602,2024-01-19 10:00:00,Manioc,37,1618,CLI0305,Tchamba,Centrale,Marché local,Virement,Livrée,59866
TXN004603,2024-01-19 12:00:00,Igname,48,2274,CLI0254,Tchamba,Centrale,Marché local,Virement,Livrée,109152
TXN004604,2024-01-19 14:00:00,Igname,68,1138,CLI0409_DUP,Kpalimé,Plateaux,Coopérative,Crédit,Livrée,77384
TXN004605,2024-01-19 16:00:00,Igname,78,484,CLI0186,Tône,Savanes,Vente directe,Mobile Money,Livrée,37752
TXN004606,2024-01-19 18:00:00,Manioc,77,2020,CLI0387,Aného,Maritime,Grossiste,Chèque,Livrée,155540
TXN004607,2024-01-19 20:00:00,Riz,27,848,CLI0500,Aného,Maritime,Coopérative,Mobile Money,En cours,22896
TXN004608,2024-01-19 22:00:00,Manioc,88,388,CLI0014,Tône,Savanes,Export,Espèces,Livrée,34144
TXN004609,2024-01-20 00:00:00,Sorgho,27,1925,CLI0230,Sokodé,Centrale,Export,Crédit,En cours,51975
TXN004610,2024-01-20 02:00:00,Soja,72,1422,CLI0091,Kpalimé,Plateaux,Marché local,Chèque,Livrée,102384
TXN004611,2024-01-20 04:00:00,Soja,63,1325,CLI0404,Aného,Maritime,Coopérative,Crédit,Livrée,83475
TXN004612,2024-01-20 06:00:00,Sorgho,52,678,CLI0105_DUP,Tchamba,Centrale,Coopérative,Crédit,Livrée,35256
TXN004613,2024-01-20 08:00:00,Arachide,47,2243,CLI0004,Sokodé,Centrale,Export,Mobile Money,Livrée,105421
TXN004614,2024-01-20 10:00:00,Manioc,21,2225,CLI0219,Bassar,Centrale,Grossiste,Mobile Money,En cours,46725
TXN004615,2024-01-20 12:00:00,Haricot,57,716,CLI0216,Niamtougou,Kara,Vente directe,Espèces,Livrée,40812
TXN004616,2024-01-20 14:00:00,Maïs,75,2088,CLI0159,Tône,Savanes,Vente directe,Chèque,Livrée,156600
TXN004617,2024-01-20 16:00:00,Igname,95,1750,CLI0373,Niamtougou,Kara,Marché local,Crédit,Livrée,166250
TXN004618,2024-01-20 18:00:00,Manioc,91,1740,CLI0017,Dapaong,Savanes,Marché local,Espèces,Livrée,158340
TXN004619,2024-01-20 20:00:00,Soja,42,2477,CLI0495,Dapaong,Savanes,Marché local,Crédit,Livrée,104034
TXN004620,2024-01-20 22:00:00,Maïs,48,1337,CLI0466,Tchamba,Centrale,Export,Espèces,Livrée,64176
TXN004621,2024-01-21 00:00:00,Haricot,27,1739,CLI0444,Sokodé,Centrale,Export,Crédit,Livrée,46953
TXN004622,2024-01-21 02:00:00,Arachide,72,1948,CLI0081,Sokodé,Centrale,Vente directe,Mobile Money,Livrée,140256
TXN004623,2024-01-21 04:00:00,Riz,33,233,CLI0166,Bassar,Centrale,Marché local,Virement,En cours,7689
TXN004624,2024-01-21 06:00:00,Riz,76,495,CLI0357,Sokodé,Centrale,Coopérative,Espèces,Livrée,37620
TXN004625,2024-01-21 08:00:00,Haricot,35,1629,CLI0234,Cinkassé,Savanes,Grossiste,Espèces,Livrée,57015
TXN004626,2024-01-21 10:00:00,Manioc,98,1350,CLI0162,Sokodé,Centrale,Export,Virement,Livrée,132300
TXN004627,2024-01-21 12:00:00,Manioc,16,2389,CLI0175,Aného,Maritime,Marché local,Mobile Money,Livrée,38224
TXN004628,2024-01-21 14:00:00,Maïs,36,2187,CLI0363,Tchamba,Centrale,Marché local,Espèces,En cours,78732
TXN004629,2024-01-21 16:00:00,Maïs,66,847,CLI0376,Tchamba,Centrale,Export,Mobile Money,En cours,55902
TXN004630,2024-01-21 18:00:00,Arachide,76,2375,CLI0174,Kara,Kara,Vente directe,Crédit,Livrée,180500
TXN004631,2024-01-21 20:00:00,Manioc,91,1909,CLI0238,Aného,Maritime,Vente directe,Crédit,Livrée,173719
TXN004632,2024-01-21 22:00:00,Soja,56,1747,CLI0163,Tône,Savanes,Vente directe,Virement,Annulée,97832
TXN004633,2024-01-22 00:00:00,Riz,17,662,CLI0238,Niamtougou,Kara,Vente directe,Chèque,Livrée,11254
TXN004634,2024-01-22 02:00:00,Arachide,20,1409,CLI0232,Niamtougou,Kara,Coopérative,Mobile Money,Livrée,28180
TXN004635,2024-01-22 04:00:00,Igname,85,713,CLI0496_DUP,Kara,Kara,Marché local,Chèque,Livrée,60605
TXN004636,2024-01-22 06:00:00,Maïs,94,200,CLI0236,Dapaong,Savanes,Vente directe,Chèque,Retardée,18800
TXN004637,2024-01-22 08:00:00,Igname,84,1462,CLI0323,Niamtougou,Kara,Vente directe,Mobile Money,Livrée,122808
TXN004638,2024-01-22 10:00:00,Soja,8,1278,CLI0407,Dapaong,Savanes,Grossiste,Chèque,En cours,10224
TXN004639,2024-01-22 12:00:00,Manioc,18,1671,CLI0177,Kara,Kara,Grossiste,Espèces,Livrée,30078
TXN004640,2024-01-22 14:00:00,Sorgho,18,537,CLI0500,Niamtougou,Kara,Marché local,Crédit,Livrée,9666
TXN004641,2024-01-22 16:00:00,Maïs,18,1327,CLI0119,Tône,Savanes,Export,Virement,Retardée,23886
TXN004642,2024-01-22 18:00:00,Arachide,2,1176,CLI0190,Kpalimé,Plateaux,Vente directe,Mobile Money,En cours,2352
TXN004643,2024-01-22 20:00:00,Sorgho,76,1082,CLI0365,Dapaong,Savanes,Coopérative,Virement,Livrée,82232
TXN004644,2024-01-22 22:00:00,Soja,96,2445,CLI0486,Kpalimé,Plateaux,Grossiste,Crédit,Livrée,234720
TXN004645,2024-01-23 00:00:00,Igname,72,1237,CLI0079,Tchamba,Centrale,Vente directe,Virement,Livrée,89064
TXN004646,2024-01-23 02:00:00,Haricot,51,1903,CLI0322,Tône,Savanes,Export,Mobile Money,Livrée,97053
TXN004647,2024-01-23 04:00:00,Riz,10,1071,CLI0139,Cinkassé,Savanes,Coopérative,Virement,Livrée,10710
TXN004648,2024-01-23 06:00:00,Haricot,75,656,CLI0336,Aného,Maritime,Grossiste,Chèque,Livrée,49200
TXN004649,2024-01-23 08:00:00,Haricot,14,1749,CLI0402,Dapaong,Savanes,Export,Chèque,Livrée,24486
TXN004650,2024-01-23 10:00:00,Haricot,26,565,CLI0226,Cinkassé,Savanes,Export,Crédit,Retardée,14690
TXN004651,2024-01-23 12:00:00,Soja,47,2357,CLI0266,Sokodé,Centrale,Coopérative,Chèque,Livrée,110779
TXN004652,2024-01-23 14:00:00,Riz,30,359,CLI0333,Kara,Kara,Coopérative,Virement,Livrée,10770
TXN004653,2024-01-23 16:00:00,Soja,56,1043,CLI0224,Bassar,Centrale,Grossiste,Espèces,Livrée,58408
TXN004654,2024-01-23 18:00:00,Haricot,42,2302,CLI0409_DUP,Cinkassé,Savanes,Coopérative,Virement,Livrée,96684
TXN004655,2024-01-23 20:00:00,Maïs,4,2199,CLI0249,Tône,Savanes,Vente directe,Espèces,Livrée,8796
TXN004656,2024-01-23 22:00:00,Haricot,11,1838,CLI0421,Tône,Savanes,Coopérative,Virement,En cours,20218
TXN004657,2024-01-24 00:00:00,Maïs,24,432,CLI0187,Tône,Savanes,Export,Espèces,Annulée,10368
TXN004658,2024-01-24 02:00:00,Arachide,86,432,CLI0249,Tchamba,Centrale,Coopérative,Espèces,Retardée,37152
TXN004659,2024-01-24 04:00:00,Haricot,67,757,CLI0127,Niamtougou,Kara,Grossiste,Mobile Money,Livrée,50719
TXN004660,2024-01-24 06:00:00,Sorgho,37,2149,CLI0088,Tône,Savanes,Vente directe,Mobile Money,Retardée,79513
TXN004661,2024-01-24 08:00:00,Soja,2,1659,CLI0045,Sokodé,Centrale,Coopérative,Virement,Livrée,3318
TXN004662,2024-01-24 10:00:00,Haricot,12,534,CLI0246,Tchamba,Centrale,Vente directe,Chèque,Livrée,6408
TXN004663,2024-01-24 12:00:00,Soja,21,455,CLI0411,Aného,Maritime,Coopérative,Mobile Money,Livrée,9555
TXN004664,2024-01-24 14:00:00,Igname,69,1289,CLI0218,Aného,Maritime,Vente directe,Espèces,Livrée,88941
TXN004665,2024-01-24 16:00:00,Haricot,71,971,CLI0427,Atakpamé,Plateaux,Coopérative,Virement,Livrée,68941
TXN004666,2024-01-24 18:00:00,Sorgho,64,1145,CLI0015,Tône,Savanes,Coopérative,Chèque,Livrée,73280
TXN004667,2024-01-24 20:00:00,Haricot,68,1311,CLI0335,Dapaong,Savanes,Marché local,Virement,Livrée,89148
TXN004668,2024-01-24 22:00:00,Manioc,43,510,CLI0492,Sokodé,Centrale,Export,Espèces,Livrée,21930
TXN004669,2024-01-25 00:00:00,Arachide,54,1794,CLI0292,Tône,Savanes,Grossiste,Mobile Money,Livrée,96876
TXN004670,2024-01-25 02:00:00,Igname,62,1481,CLI0117,Bassar,Centrale,Grossiste,Mobile Money,Livrée,91822
TXN004671,2024-01-25 04:00:00,Soja,86,1781,CLI0469,Atakpamé,Plateaux,Marché local,Crédit,Retardée,153166
TXN004672,2024-01-25 06:00:00,Igname,93,2376,CLI0387,Kpalimé,Plateaux,Coopérative,Crédit,Livrée,220968
TXN004673,2024-01-25 08:00:00,Arachide,73,989,CLI0193,Kpalimé,Plateaux,Export,Virement,Livrée,72197
TXN004674,2024-01-25 10:00:00,Soja,90,2264,CLI0101,Sokodé,Centrale,Vente directe,Virement,Livrée,203760
TXN004675,2024-01-25 12:00:00,Soja,12,541,CLI0070,Niamtougou,Kara,Marché local,Chèque,Livrée,6492
TXN004676,2024-01-25 14:00:00,Manioc,1,1202,CLI0174,Sokodé,Centrale,Grossiste,Mobile Money,Annulée,1202
TXN004677,2024-01-25 16:00:00,Haricot,72,1037,CLI0444,Dapaong,Savanes,Grossiste,Mobile Money,Livrée,74664
TXN004678,2024-01-25 18:00:00,Maïs,33,827,CLI0433,Niamtougou,Kara,Grossiste,Crédit,Livrée,27291
TXN004679,2024-01-25 20:00:00,Arachide,64,1472,CLI0215,Dapaong,Savanes,Coopérative,Espèces,Annulée,94208
TXN004680,2024-01-25 22:00:00,Sorgho,68,909,CLI0319,Tchamba,Centrale,Vente directe,Espèces,Livrée,61812
TXN004681,2024-01-26 00:00:00,Arachide,14,938,CLI0286,Sokodé,Centrale,Vente directe,Crédit,Livrée,13132
TXN004682,2024-01-26 02:00:00,Haricot,93,2424,CLI0225,Niamtougou,Kara,Vente directe,Virement,Livrée,225432
TXN004683,2024-01-26 04:00:00,Manioc,14,1978,CLI0349,Atakpamé,Plateaux,Coopérative,Mobile Money,Annulée,27692
TXN004684,2024-01-26 06:00:00,Riz,9,1145,CLI0388,Sokodé,Centrale,Grossiste,Mobile Money,Livrée,10305
TXN004685,2024-01-26 08:00:00,Igname,73,694,CLI0341,Atakpamé,Plateaux,Grossiste,Mobile Money,Livrée,50662
TXN004686,2024-01-26 10:00:00,Riz,26,234,CLI0156_DUP,Tône,Savanes,Coopérative,Espèces,Livrée,6084
TXN004687,2024-01-26 12:00:00,Manioc,49,1630,CLI0071,Tchamba,Centrale,Export,Virement,Livrée,79870
TXN004688,2024-01-26 14:00:00,Igname,17,2191,CLI0129,Niamtougou,Kara,Coopérative,Espèces,Livrée,37247
TXN004689,2024-01-26 16:00:00,Haricot,68,1017,CLI0444,Niamtougou,Kara,Coopérative,Virement,Retardée,69156
TXN004690,2024-01-26 18:00:00,Manioc,60,209,CLI0290,Aného,Maritime,Grossiste,Crédit,Livrée,12540
TXN004691,2024-01-26 20:00:00,Maïs,3,1185,CLI0387,Tône,Savanes,Vente directe,Virement,Livrée,3555
TXN004692,2024-01-26 22:00:00,Arachide,93,1937,CLI0018,Niamtougou,Kara,Grossiste,Espèces,Livrée,180141
TXN004693,2024-01-27 00:00:00,Haricot,25,1758,CLI0076,Kara,Kara,Export,Mobile Money,En cours,43950
TXN004694,2024-01-27 02:00:00,Igname,21,2342,CLI0365,Lomé,Maritime,Marché local,Espèces,Livrée,49182
TXN004695,2024-01-27 04:00:00,Arachide,12,649,CLI0280,Cinkassé,Savanes,Marché local,Crédit,Livrée,7788
TXN004696,2024-01-27 06:00:00,Riz,54,1443,CLI0280,Atakpamé,Plateaux,Coopérative,Mobile Money,Livrée,77922
TXN004697,2024-01-27 08:00:00,Haricot,1,2343,CLI0443,Kara,Kara,Marché local,Espèces,Livrée,2343
TXN004698,2024-01-27 10:00:00,Sorgho,1,1064,CLI0329,Tône,Savanes,Vente directe,Mobile Money,En cours,1064
TXN004699,2024-01-27 12:00:00,Arachide,45,2000,CLI0125_DUP,Bassar,Centrale,Grossiste,Crédit,Retardée,90000
TXN004700,2024-01-27 14:00:00,Soja,46,406,CLI0450,Sokodé,Centrale,Export,Virement,Annulée,18676
TXN004701,2024-01-27 16:00:00,Igname,48,2009,CLI0375,Kara,Kara,Export,Virement,En cours,96432
TXN004702,2024-01-27 18:00:00,Soja,7,1049,CLI0296,Kpalimé,Plateaux,Export,Chèque,Livrée,7343
TXN004703,2024-01-27 20:00:00,Maïs,10,445,CLI0476,Kara,Kara,Grossiste,Mobile Money,En cours,4450
TXN004704,2024-01-27 22:00:00,Igname,15,1934,CLI0393,Kara,Kara,Vente directe,Crédit,En cours,29010
TXN004705,2024-01-28 00:00:00,Haricot,40,2197,CLI0109,Bassar,Centrale,Export,Espèces,Livrée,87880
TXN004706,2024-01-28 02:00:00,Igname,11,2330,CLI0359,Dapaong,Savanes,Marché local,Espèces,Livrée,25630
TXN004707,2024-01-28 04:00:00,Maïs,56,516,CLI0289,Tône,Savanes,Vente directe,Chèque,Livrée,28896
TXN004708,2024-01-28 06:00:00,Igname,46,1919,CLI0418,Bassar,Centrale,Vente directe,Espèces,Retardée,88274
TXN004709,2024-01-28 08:00:00,Haricot,45,2427,CLI0318,Sokodé,Centrale,Vente directe,Crédit,Livrée,109215
TXN004710,2024-01-28 10:00:00,Riz,87,2006,CLI0341,Cinkassé,Savanes,Export,Crédit,Retardée,174522
TXN004711,2024-01-28 12:00:00,Sorgho,13,799,CLI0317,Bassar,Centrale,Vente directe,Virement,Livrée,10387
TXN004712,2024-01-28 14:00:00,Sorgho,27,1306,CLI0349,Sokodé,Centrale,Export,Mobile Money,Livrée,35262
TXN004713,2024-01-28 16:00:00,Manioc,81,1755,CLI0027,Tône,Savanes,Marché local,Mobile Money,Livrée,142155
TXN004714,2024-01-28 18:00:00,Maïs,50,1040,CLI0401,Tchamba,Centrale,Marché local,Espèces,Livrée,52000
TXN004715,2024-01-28 20:00:00,Haricot,61,547,CLI0316,Cinkassé,Savanes,Marché local,Mobile Money,Retardée,33367
TXN004716,2024-01-28 22:00:00,Arachide,13,1495,CLI0368,Lomé,Maritime,Marché local,Chèque,Livrée,19435
TXN004717,2024-01-29 00:00:00,Soja,12,530,CLI0343,Kpalimé,Plateaux,Vente directe,Mobile Money,Livrée,6360
TXN004718,2024-01-29 02:00:00,Arachide,29,809,CLI0365,Niamtougou,Kara,Vente directe,Espèces,Livrée,23461
TXN004719,2024-01-29 04:00:00,Soja,85,2144,CLI0073,Cinkassé,Savanes,Export,Mobile Money,Livrée,182240
TXN004720,2024-01-29 06:00:00,Riz,84,943,CLI0122,Atakpamé,Plateaux,Marché local,Crédit,Annulée,79212
TXN004721,2024-01-29 08:00:00,Soja,20,768,CLI0186,Atakpamé,Plateaux,Coopérative,Crédit,Livrée,15360
TXN004722,2024-01-29 10:00:00,Arachide,31,1884,CLI0319,Atakpamé,Plateaux,Marché local,Virement,Livrée,58404
TXN004723,2024-01-29 12:00:00,Igname,8,1170,CLI0353,Cinkassé,Savanes,Grossiste,Virement,En cours,9360
TXN004724,2024-01-29 14:00:00,Arachide,24,946,CLI0355,Kara,Kara,Coopérative,Virement,Retardée,22704
